resource_type,owner_id,collection_type,external_id,id,name,full_name,description,attr:resultTarget,attr:Applicable Periods,ZenDesk: Year/Version,ZenDesk: Type,ZenDesk: Data Set,ZenDesk: JSON Link,ZenDesk: DATIM SqlView ID,ZenDesk: DATIM DataSet ID
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY17,COP16 (FY17Q1),Result,Narratives (IM),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:zTgQ3MvHYtk,ews/DotdxKr,zTgQ3MvHYtk
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY17,COP16 (FY17Q1),Result,Operating Unit Level (IM),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:KwkuZhKulqs,ews/DotdxKr,KwkuZhKulqs
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY17,COP16 (FY17Q1),Result,Host Country Results: Narratives (USG),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:eAlxMKMZ9GV,ews/DotdxKr,eAlxMKMZ9GV
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY17,COP16 (FY17),Target,Facility Based Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:qRvKHvlzNdv,ews/DotdxKr,qRvKHvlzNdv
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY17,COP16 (FY17),Target,Community Based Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:tCIW2VFd8uu,ews/DotdxKr,tCIW2VFd8uu
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY17,COP16 (FY17),Target,Facility Based - DoD ONLY Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:JXKUYJqmyDd,ews/DotdxKr,JXKUYJqmyDd
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY17,COP16 (FY17),Target,Community Based - DoD ONLY Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:lbwuIo56YoG,ews/DotdxKr,lbwuIo56YoG
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY17,COP16 (FY17),Target,Narratives (IM) Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:AyFVOGbAvcH,ews/DotdxKr,AyFVOGbAvcH
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY17,COP16 (FY17),Target,Narratives (USG) Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:oYO9GvA05LE,ews/DotdxKr,oYO9GvA05LE
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY17,COP16 (FY17),Target,Operating Unit Level (IM) Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:xxo1G5V1JG2,ews/DotdxKr,xxo1G5V1JG2
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY17,COP16 (FY17),Target,Operating Unit Level (USG) Code,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:Dd5c9117ukD,ews/DotdxKr,Dd5c9117ukD
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY17,COP16 (FY17),Target,COP Prioritization SNU (USG),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:rK7VicBNzze,ews/DotdxKr,rK7VicBNzze
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY16,COP15 (FY16),Target,Facility Based Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:rDAUgkkexU1,ews/DotdxKr,rDAUgkkexU1
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY16,COP15 (FY16),Target,Community Based Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:xJ06pxmxfU6,ews/DotdxKr,xJ06pxmxfU6
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY16,COP15 (FY16),Target,Facility Based - DoD ONLY Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:IOarm0ctDVL,ews/DotdxKr,IOarm0ctDVL
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY16,COP15 (FY16),Target,Community Based - DoD ONLY Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:LBSk271pP7J,ews/DotdxKr,LBSk271pP7J
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY16,COP15 (FY16),Target,Narratives (IM) Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:VjGqATduoEX,ews/DotdxKr,VjGqATduoEX
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY16,COP15 (FY16),Target,Operating Unit Level (IM),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:PHyD22loBQH,ews/DotdxKr,PHyD22loBQH
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY16,COP15 (FY16),Target,Narratives (USG),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:TgcTZETxKlb,ews/DotdxKr,TgcTZETxKlb
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Target,FY16,COP15 (FY16),Target,Operating Unit Level (USG),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:GEhzw3dEw05,ews/DotdxKr,GEhzw3dEw05
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q4),Result,Facility Based Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:ZaV4VSLstg7,ews/DotdxKr,ZaV4VSLstg7
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q4),Result,Community Based Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:sCar694kKxH,ews/DotdxKr,sCar694kKxH
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q4),Result,Facility Based - DoD ONLY Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:vvHCWnhULAf,ews/DotdxKr,vvHCWnhULAf
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q4),Result,Community Based - DoD ONLY Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:j9bKklpTDBZ,ews/DotdxKr,j9bKklpTDBZ
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q4),Result,Medical Store,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:gZ1FgiGUlSj,ews/DotdxKr,gZ1FgiGUlSj
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q4),Result,Narratives (IM),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:xBRAscSmemV,ews/DotdxKr,xBRAscSmemV
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q4),Result,Operating Unit Level (IM),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:VWdBdkfYntI,ews/DotdxKr,VWdBdkfYntI
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q4),Result,Host Country Results: Narratives (USG),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:vZaDfrR6nmF,ews/DotdxKr,vZaDfrR6nmF
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q1Q2Q3),Result,Facility Based Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:i29foJcLY9Y,ews/DotdxKr,i29foJcLY9Y
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q1Q2Q3),Result,Community Based Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:STL4izfLznL,ews/DotdxKr,STL4izfLznL
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q1Q2Q3),Result,Facility Based - DoD ONLY Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:j1i6JjOpxEq,ews/DotdxKr,j1i6JjOpxEq
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q1Q2Q3),Result,Community Based - DoD ONLY Code List,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:asHh1YkxBU5,ews/DotdxKr,asHh1YkxBU5
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q1Q2Q3),Result,Medical Store,https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:hIm0HGCKiPv,ews/DotdxKr,hIm0HGCKiPv
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q1Q2Q3),Result,Narratives (IM),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:NJlAVhe4zjv,ews/DotdxKr,NJlAVhe4zjv
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q1Q2Q3),Result,Operating Unit Level (IM),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:ovYEbELCknv,ews/DotdxKr,ovYEbELCknv
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q1Q2Q3),Result,Host Country Results: Narratives (USG),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:f6NLvRGixJV,ews/DotdxKr,f6NLvRGixJV
Collection,PEPFAR,Code List,ews/DotdxKr,#N/A,#N/A,#N/A,#N/A,Result,FY16,COP15 (FY16 Q1Q2Q3),Result,Host Country Results: Operating Unit Level (USG),https://www.datim.org/api/sqlViews/DotdxKrNZxG/data.json?var=dataSets:lD9O8vQgH8R,ews/DotdxKr,lD9O8vQgH8R
